-1.01722000977	0.0	-1.01722000977
-1.01721955155	4.23136533295e-06	-1.01721532019
-1.01721848065	2.82577779915e-05	-1.01719022287
-1.01721656282	9.77987207156e-05	-1.0171187641
-1.01721355758	0.000249571563749	-1.01696398601
-1.01720921442	0.000532358834504	-1.01667685558
-1.01720326688	0.00100883400658	-1.01619443287
-1.01719542206	0.00175852551031	-1.01543689655
-1.01718533908	0.00288251713353	-1.01430282195
-1.01717258246	0.00451084537102	-1.01266173709
-1.01715652069	0.00681414685237	-1.01034237384
-1.01713610951	0.0100220680312	-1.00711404148
-1.01710944131	0.0144524858053	-1.00265695551
-1.01707282983	0.0205580208949	-0.996514808934
-1.0170189859	0.0290001298167	-0.988018856084
-1.01693342559	0.0407669394518	-0.976166486142
-1.01678743051	0.057360029555	-0.959427400959
-1.01652419363	0.0810894731633	-0.935434720468
-1.01603115439	0.11553958846	-0.900491565933
-1.01508322726	0.166309828265	-0.848773398995
-1.01322116195	0.242222446566	-0.770998715383
-1.00947387992	0.357395489083	-0.652078390835
-1.00166512114	0.535125882769	-0.466539238374
-0.984448004188	0.816118939975	-0.168329064213
-0.94260708561	1.27887462649	0.33626754088
-0.820638927903	2.10140155838	1.28076263047
-0.290312057941	3.81396193983	3.52364988189
8.34375867558	9.17509759608	17.5188562717
5460518.41928	137.744869327	5460656.16415
5278501.13864	2.40768265865e+13	2.4076831865e+13
5108226.90836	4.42479938291e+17	4.42479938296e+17
4948594.81748	2.14301406658e+18	2.14301406659e+18
4798637.39877	5.81840670363e+18	5.81840670363e+18
4657501.00468	1.21011110041e+19	1.21011110041e+19
4524429.54741	2.1551299762e+19	2.1551299762e+19
4398750.94887	3.466690435e+19	3.466690435e+19
4279865.78809	5.18920257219e+19	5.18920257219e+19
4167237.74103	7.36240173628e+19	7.36240173628e+19
4060385.49126	1.00219478554e+20	1.00219478554e+20
3958875.85398	1.31999348649e+20	1.31999348649e+20
3862317.90632	1.69253255845e+20	1.69253255845e+20
3770357.95617	2.12243244701e+20	2.12243244701e+20
3682675.21301	2.61206983537e+20	2.61206983537e+20
3598978.04907	3.16360534464e+20	3.16360534464e+20
3519000.75909	3.77900754072e+20	3.77900754072e+20
3442500.74259	4.46007380985e+20	4.46007380985e+20
3369256.04594	5.20844856925e+20	5.20844856925e+20
3299063.21165	6.02563920137e+20	6.02563920137e+20
3231735.39101	6.91303003703e+20	6.91303003703e+20
3167100.68319	7.87189466056e+20	7.87189466056e+20
3105000.66979	8.90340676736e+20	8.90340676736e+20
3045289.11845	1.00086497685e+21	1.00086497685e+21
2987830.83319	1.11886253084e+21	1.11886253084e+21
2932500.63258	1.24442608352e+21	1.24442608352e+21
2879182.43926	1.37764163466e+21	1.37764163466e+21
2827768.46713	1.51858904118e+21	1.51858904118e+21
2778158.49402	1.667342556e+21	1.667342556e+21
2730259.20964	1.82397131116e+21	1.82397131116e+21
2683983.62982	1.98853975176e+21	1.98853975176e+21
2639250.56932	2.1611080266e+21	2.1611080266e+21
2595984.16655	4.37106930637e+27	4.37106930637e+27
2554113.45418	2.15028319533e+28	2.15028319533e+28
2513571.97078	5.92522438035e+28	5.92522438035e+28
2474297.40874	1.24985198953e+29	1.24985198953e+29
2436231.29476	2.25614305705e+29	2.25614305705e+29
2399318.69938	3.67633226408e+29	3.67633226408e+29
2363507.97253	5.57147942075e+29	5.57147942075e+29
2328750.50234	7.99905258364e+29	7.99905258364e+29
2295000.49506	1.10131883278e+30	1.10131883278e+30
2262214.7737	1.46649297097e+30	1.46649297097e+30
2230352.59379	1.90024441207e+30	1.90024441207e+30
2199375.47443	2.40712229859e+30	2.40712229859e+30
2169247.04328	2.99142650497e+30	2.99142650497e+30
2139932.89404	3.65722447998e+30	3.65722447998e+30
2111400.45546	4.40836674181e+30	4.40836674181e+30
2083618.87052	5.2485011498e+30	5.2485011498e+30
2056558.88519	6.18108606408e+30	6.18108606408e+30
2030192.74563	7.20940249301e+30	7.20940249301e+30
2004494.10328	8.33656531793e+30	8.33656531793e+30
1979437.92699	9.5655336761e+30	9.5655336761e+30
1955000.42172	1.08991205746e+31	1.08991205746e+31
1931158.95316	1.23400018005e+31	1.23400018005e+31
1907891.97782	1.38907241875e+31	1.38907241875e+31
1885178.97809	1.55537132913e+31	1.55537132913e+31
1863000.40187	1.7331280524e+31	1.7331280524e+31
1841337.6065	1.92256297899e+31	1.92256297899e+31
1820172.80643	2.12388636647e+31	2.12388636647e+31
1799489.02454	2.33729891522e+31	2.33729891522e+31
1779270.04673	2.56299230539e+31	2.56299230539e+31
1759500.37955	2.801149698e+31	2.801149698e+31
1740165.21054	3.05194620306e+31	3.05194620306e+31
1721250.3713	3.31554931709e+31	3.31554931709e+31
1702742.30279	3.59211933244e+31	3.59211933244e+31
1684628.02297	3.88180972053e+31	3.88180972053e+31
1666895.09641	4.18476749083e+31	4.18476749083e+31
1649531.60583	4.5011335274e+31	4.5011335274e+31
1632526.12535	4.83104290466e+31	4.83104290466e+31
1615867.6955	5.17462518377e+31	5.17462518377e+31
1599545.79959	5.53200469112e+31	5.53200469112e+31
1583550.34159	5.90330078002e+31	5.90330078002e+31
